Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Protein families
A5ABF5	BGLM_ASPNC	reviewed	Probable beta-glucosidase M (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase M) (Cellobiase M) (Gentiobiase M)	bglM An11g00200	Aspergillus niger (strain CBS 513.88 / FGSC A1513)	765	Glycosyl hydrolase 3 family
Q4WR62	BGLM_ASPFU	reviewed	Probable beta-glucosidase M (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase M) (Cellobiase M) (Gentiobiase M)	bglM AFUA_1G17410	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	769	Glycosyl hydrolase 3 family
B8N5S6	BGLM_ASPFN	reviewed	Probable beta-glucosidase M (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase M) (Cellobiase M) (Gentiobiase M)	bglM AFLA_014190	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	768	Glycosyl hydrolase 3 family
Q0C7L4	BGLM_ASPTN	reviewed	Probable beta-glucosidase M (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase M) (Cellobiase M) (Gentiobiase M)	bglM ATEG_10320	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	782	Glycosyl hydrolase 3 family
Q2UDK7	BGLM_ASPOR	reviewed	Probable beta-glucosidase M (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase M) (Cellobiase M) (Gentiobiase M)	bglM AO090012000135	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	768	Glycosyl hydrolase 3 family
Q5AWD4	BGLM_EMENI	reviewed	Probable beta-glucosidase M (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase M) (Cellobiase M) (Gentiobiase M)	bglM AN7396	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	772	Glycosyl hydrolase 3 family
A1D122	BGLM_NEOFI	reviewed	Probable beta-glucosidase M (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase M) (Cellobiase M) (Gentiobiase M)	bglM NFIA_007920	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181) (Aspergillus fischerianus)	769	Glycosyl hydrolase 3 family
Q5B681	BGLN_EMENI	reviewed	Probable beta-glucosidase N (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase N) (Cellobiase N) (Gentiobiase N)	bglN AN3949	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	670	Glycosyl hydrolase 3 family
Q5BG51	BGLO_EMENI	reviewed	Probable beta-glucosidase O (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase O) (Cellobiase O) (Gentiobiase O)	bglO AN0479	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	517	Glycosyl hydrolase 3 family
P16084	BGLS_BUTFI	reviewed	Beta-glucosidase A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	bglA	Butyrivibrio fibrisolvens	830	Glycosyl hydrolase 3 family
P27034	BGLS_RHIRD	reviewed	Beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	cbg-1	Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter)	818	Glycosyl hydrolase 3 family
P07337	BGLS_KLUMA	reviewed	Beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)		Kluyveromyces marxianus (Yeast) (Candida kefyr)	845	Glycosyl hydrolase 3 family
P15885	BGLS_RUMAL	reviewed	Beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)		Ruminococcus albus	947	Glycosyl hydrolase 3 family
P29091	BGLS_SCHCO	reviewed	Beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase) (Fragment)		Schizophyllum commune (Split gill fungus)	192	Glycosyl hydrolase 3 family
Q9P6J6	BGLS_SCHPO	reviewed	Putative beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	SPBC1683.04	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	832	Glycosyl hydrolase 3 family
P06835	BGLS_WICAO	reviewed	Beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)		Wickerhamomyces anomalus (Yeast) (Hansenula anomala)	825	Glycosyl hydrolase 3 family
Q46684	BGLX_DICCH	reviewed	Periplasmic beta-glucosidase/beta-xylosidase [Includes: Beta-glucosidase (EC 3.2.1.21) (Cellobiase) (Gentiobiase); Beta-xylosidase (EC 3.2.1.37) (1,4-beta-D-xylan xylohydrolase) (Xylan 1,4-beta-xylosidase)]	bgxA	Dickeya chrysanthemi (Pectobacterium chrysanthemi) (Erwinia chrysanthemi)	654	Glycosyl hydrolase 3 family
Q56078	BGLX_SALTY	reviewed	Periplasmic beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase) (T-cell inhibitor)	bglX STM2166	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	765	Glycosyl hydrolase 3 family
P33363	BGLX_ECOLI	reviewed	Periplasmic beta-glucosidase (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase)	bglX yohA b2132 JW2120	Escherichia coli (strain K12)	765	Glycosyl hydrolase 3 family
G4NI45	CEL3A_MAGO7	reviewed	Beta-glucosidase cel3A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase cel3A) (Cellobiase cel3A) (Gentiobiase cel3A)	cel3A MGG_09353	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae)	726	Glycosyl hydrolase 3 family
G4N7Z0	CEL3B_MAGO7	reviewed	Beta-glucosidase cel3A (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase cel3A) (Cellobiase cel3A) (Gentiobiase cel3A)	cel3B MGG_0350	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae)	765	Glycosyl hydrolase 3 family
Q23892	GLUA_DICDI	reviewed	Lysosomal beta glucosidase (EC 3.2.1.21)	gluA DDB_G0292810	Dictyostelium discoideum (Slime mold)	821	Glycosyl hydrolase 3 family
Q7WUL3	NAG3_CELFI	reviewed	Beta-N-acetylglucosaminidase/beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.52) (3-beta-N-acetyl-D-glucosaminidase/beta-D-glucosidase) (Nag3)	nag3 nag3A	Cellulomonas fimi	564	Glycosyl hydrolase 3 family
A1CNK4	AGDC_ASPCL	reviewed	Probable alpha/beta-glucosidase agdC (EC 3.2.1.20) (EC 3.2.1.21)	agdC ACLA_019300	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1)	887	Glycosyl hydrolase 31 family
B0XNL6	AGDC_ASPFC	reviewed	Probable alpha/beta-glucosidase agdC (EC 3.2.1.20) (EC 3.2.1.21)	agdC AFUB_015590	Neosartorya fumigata (strain CEA10 / CBS 144.89 / FGSC A1163) (Aspergillus fumigatus)	881	Glycosyl hydrolase 31 family
Q4WRH9	AGDC_ASPFU	reviewed	Probable alpha/beta-glucosidase agdC (EC 3.2.1.20) (EC 3.2.1.21)	agdC AFUA_1G16250	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	881	Glycosyl hydrolase 31 family
Q0CMA7	AGDC_ASPTN	reviewed	Probable alpha/beta-glucosidase agdC (EC 3.2.1.20) (EC 3.2.1.21)	agdC ATEG_05177	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	879	Glycosyl hydrolase 31 family
Q5AWI5	AGDC_EMENI	reviewed	Alpha/beta-glucosidase agdC (EC 3.2.1.20) (EC 3.2.1.21)	agdC agdD AN7345	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	894	Glycosyl hydrolase 31 family
A1D1E6	AGDC_NEOFI	reviewed	Probable alpha/beta-glucosidase agdC (EC 3.2.1.20) (EC 3.2.1.21)	agdC NFIA_009180	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / FGSC A1164 / NRRL 181) (Aspergillus fischerianus)	881	Glycosyl hydrolase 31 family
Q2UQV7	AGDC_ASPOR	reviewed	Probable alpha/beta-glucosidase agdC (EC 3.2.1.20) (EC 3.2.1.21)	agdC AO090005001084	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	877	Glycosyl hydrolase 31 family
B8MZ41	AGDC_ASPFN	reviewed	Probable alpha/beta-glucosidase agdC (EC 3.2.1.20) (EC 3.2.1.21)	agdC AFLA_083300	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)	877	Glycosyl hydrolase 31 family
P85516	BGL1_PASFU	reviewed	Beta-glucosidase 1 (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase) (Fragments)		Passalora fulva (Tomato leaf mold) (Cladosporium fulvum)	40	
P85517	BGL2_PASFU	reviewed	Beta-glucosidase 2 (EC 3.2.1.21) (Beta-D-glucoside glucohydrolase) (Cellobiase) (Gentiobiase) (Fragments)		Passalora fulva (Tomato leaf mold) (Cladosporium fulvum)	39	
